40,Zlatiborac Mini Delikates posebna kobasica 320gr,semi-finished products
41,Zlatiborac Kobasica Domaćinska 290gr,semi-finished products
42,Zlatiborac PT Stišnjena Šunka u omotu,semi-finished products
43,Zlatiborac barena pileća kobasica 100gr,semi-finished products
44,Zlatiborac TR Duvan  čvarci 150gr,semi-finished products
45,Rostiljska kobasica  Montella 265g,semi-finished products
46,Rostiljska kobasica Carnex sa sirom 280g,semi-finished products
47,Prsa Aia Gran Podere cureca,semi-finished products
48,Sunka Pik Vrbovec u ovitku,semi-finished products
49,Njeguska kobasica Montstate,semi-finished products
50,Cajna Montella 1kg,semi-finished products
51,Suva Pecenica Montstate,semi-finished products
52,Zlatiborac Rinfuz  Čajna kobasica,semi-finished products
53,Zlatiborac Rinfuz  Goveđa Čajna kobasica,semi-finished products
54,Prsut Montella u kocki vp,semi-finished products
55,Dimljena svinjska pecenica Montstate,semi-finished products
56,Prsut Montstate govedji,semi-finished products
57,Dimljeni svinjski vrat Montstate,semi-finished products
58,Suvi vrat Montstate,semi-finished products
59,Kulen Montella 1kg,semi-finished products
60,Mlijeko Moja Kravica 1.5%mm 1l,milk
61,"Mlijeko Moja Kravica  2,8%m sa cepom50",milk
62,"Mlijeko Moja Kravica 2,8% 1l t baza",milk
63,"Mlijeko Moja Kravica za kafu 3,8%mm 1l",milk
64,Mlijeko Lazine uht 2.8%mm 1l,milk
65,Mlijeko Montella UHT 2.8%mm 1l,milk
66,Mlijeko Moja Kravica 3.2%mm d3 sa cepom t 1l,milk
67,"Mlijeko Moja Kravica  2,8% 1l",milk
68,Mlijeko Moja kravica junior 2.8% 1l,milk
69,Mlijeko Moja Kravica 2.8%mm 1.5l,milk
70,Mlijeko Nika pasterizovano 2.8%mm 1l k,milk
71,Mlijeko svjeze Srna pasterizovano 1L,milk
88,Sir Katunjanka Punomasni'1/4,hard cheese
89,Sir Katunjanka dimljeni 1/4,hard cheese
90,Sir zamjenski Goldi,hard cheese
91,Sir Parmezan Zanetti Ribani 80G,hard cheese
92,Sir parmezan Parmonia Zanneti ribani 40g,hard cheese
93,Sir edamer Bayernland 1kg,hard cheese
94,Sir gauda Paladin 48%mm,hard cheese
95,Sir edamer Paladin 40%mm,hard cheese
96,"Sir Džiugas 180G Vac, 12M",hard cheese
97,"Sir Džiugas 180G, 12Mj",hard cheese
98,Sir Edamer Jager 1kg,hard cheese
99,Sir Tylzycki 150G  Mlekovita,hard cheese
100,Topljeni Sir Zdenka Sa Sunkom Namazni 140G,melted cheese
101,Drmilk Sirni Namaz Sireto Baštensko Bilje 150G.,melted cheese
102,Drmilk Sirni Namaz Sireto Naturalni 150G.,melted cheese
103,Dr.Milk Kajmak Namaz 150G,melted cheese
104,Dr.Milk Kajmak Namaz 250G,melted cheese
105,Sirni namaz Sirko 100g,melted cheese
106,Sirni namaz ABC 200g,melted cheese
107,Sirni namaz Ala Kajmak 250g,melted cheese
108,Sirni namaz ABC Belje 100g,melted cheese
109,Sirni Namaz Belje Abc Krem Junior 100G,melted cheese
110,Topljeni Sir Zdenka Specijal Namazni 140G,melted cheese
111,Topljeni sir Zdenka classic namazni 280g,melted cheese
112,Topljeni sir Zdenka plava namazni 140g,melted cheese
116,"Jogurt GUSTI 2,8%mm900g Moja kravica",jogurt
117,"Jogurt Montella 2,8% m.m 180g",jogurt
118,Jogurt Balans+ imuno TT 1KG,jogurt
119,Jogurt Balans+Fermentisan Proizvod Tt 1% 330G,jogurt
120,"Jogurt Moja Kravica 2,8%mm 250ml pet",jogurt
121,Jogurt Moja Kravica 2.8%mm 180ml casa,jogurt
122,Jogurt Moja Kravica 2.8%mm 1L tt,jogurt
123,Jogurt Lazine 3.4%mm 1l pet,jogurt
124,Jogurt Lazine 3.4%mm 180ml casa,jogurt
125,Jogurt Lazine 3.4%mm 1.5l,jogurt
126,"Jogurt Srna 3,2% mm 1,5l",jogurt
127,Jogurt Srna 180ml casa,jogurt
128,Jogurt Srna 1l,jogurt
129,Jogurt Balans+ 250ml pet,jogurt
130,Jogurt Balans+ 500ml pet,jogurt
131,Jogurt Balans+ 1l,jogurt
132,Jogurt Srna dijet 1l,jogurt
133,Jogurt Lazine dijetalni 0.5%mm 1l pet,jogurt
149,Vocni jogurt Zottis fruit frucht 115g,jogurt
150,Vocni jogurt Zottis fruit frucht 150g,jogurt
151,Vocni jogurt Zottis fruit frucht 400g,jogurt
152,Vocni Jogurt Dukatos Jogurt Jagoda 150G,jogurt
153,Vocni jogurt Jogobella musli jagoda banana 200g,jogurt
179,Kruska viljamovka  1 kg,fruits
180,Jabuka zlatni delises uvoz 1 kg,fruits
181,Jabuka zelena greny uvoz 1 kg,fruits
182,Jabuka ajdara poljska 1 kg,fruits
183,Banana I klasa 1 kg,fruits
184,Grozdje bijelo 1 kg,fruits
185,Grejfrut crveni 1 kg,fruits
186,Pomorandza 1 kg,fruits
187,Avokado komad,fruits
188,Limun 1 kg,fruits
189,Luk crveni 1 kg,vegetables
190,Tikvica NB 1 kg,vegetables
191,Karfiol 1 kg,vegetables
192,Luk bijeli rinfuz 1 kg,vegetables
193,Paprika babura 1 kg,vegetables
194,Krastavac 1 kg,vegetables
195,Tikvica 1 kg,vegetables
196,Sargarepa 1 kg,vegetables
197,Patlidzan 1 kg,vegetables
198,Paradajz 1 kg,vegetables
199,Paprika silja crvena 1 kg,vegetables
200,Pistaci peceni rinfuz,nuts
202,Urma J&J Company 500g,dried fruits
203,Kikiriki vakum SARS 400g,dried fruits
204,Brusnica 200g Sars kadica,dried fruits
205,Mix healt Sars 250g,dried fruits
206,"Mix fit Sars 250g badem,brusnica i grozdje",dried fruits
207,Suva smokva krug 160gSars,dried fruits
208,Ljesnik rinfuz,nuts
210,Badem rinfiuz,nuts
211,"Orah mix,J J Company",nuts
213,Tost hljeb sa sjemenkama 500gr,toast and packaged bread
214,Hljeb tost integrale sa  maslinovim uljem 500g,toast and packaged bread
215,Hljeb rezani razani jaus 500g,toast and packaged bread
216,Hljeb beskvasni 300g,toast and packaged bread
217,Tost Conad 18pcs 330g,toast and packaged bread
218,Barilla hljeb Gran  Bauletto Rustico 500gr,toast and packaged bread
219,Barilla hljeb Pan  Bauletto 5 Cereali&Soia,toast and packaged bread
220,Barilla hljeb Pan Bauletto Bianco 400gr,toast and packaged bread
221,Barilla hljeb Pan Bauletto Integrale 400gr,toast and packaged bread
222,Barilla tost Pan Carre'Fioco 285gr,toast and packaged bread
224,Barilla dvopek Dorate 315gr,toast and packaged bread
225,Barilla dvopek Integrale 315gr,toast and packaged bread
226,Dvopek Conad 39 kriski 324g,toast and packaged bread
227,Baget Aroma 110g S.120,bread
228,Hljeb bijeli Aroma 420g S.420,bread
229,Hljeb sa vise zrna Aroma 420g S.420,bread
247,Kolac Miranis jadro stangle pakovani 500g,cakes and pastries
248,Kolac Miranis crnogorska pita pakovani 600g,cakes and pastries
249,Kolac Miranis domaci miks pakovani 500g,cakes and pastries
250,Rolat cokoladni 500g Miranis,cakes and pastries
251,Rolat Orah 500g Miranis,cakes and pastries
263,Hljeb Don don mijesani ražani rezani 400gr,toast and packaged bread
264,Hljeb Don don mlinarev crni rezani 500gr,toast and packaged bread
265,Hljeb Meksički  sa kukuruznim brašnom 400 g,toast and packaged bread
266,HLEB INTEGR.REZANI 500G,toast and packaged bread
276,Halva cacao 100gr,cakes and pastries
277,Kolač Jadro Štangla 500g,cakes and pastries
278,Kolač Oraščići 500g,cakes and pastries
279,Štrudla trivit sa makom 110g,cakes and pastries
280,Ćevapi juneći,beef
281,Meso juneće mljeveno  I kat.,beef
282,Kobasica juneća roštiljska,beef
283,Juneći but bez kostiju,beef
284,Juneći rozvrat bez kostiju,beef
285,Juneći salamin,beef
286,Juneći sol ruža,beef
287,Teleća rebra sa kostima,veal
288,Teleci but bez kostiju,veal
289,Teleći rozvrat svježi,veal
290,Pileće meso,chicken
291,Pileći batak svježi,chicken
292,Pileći file svježi,chicken
293,Praseće meso,pork
294,Roštilj svježa kobasica,pork
295,Svinjska plećka bez kostiju,pork
296,Svinjski but bez kostiju,pork
297,Svinjski karre,pork
298,Svinjski lax karre,pork
300,Pašteta Argeta junior kokošija original,semi-finished products
301,Pašteta Argeta kokošija,semi-finished products
302,Salama Bonesa extra posebna P/P,semi-finished products
303,Salama Bonesa extra posebna P/P,semi-finished products
304,Bonesa Perutninska,semi-finished products
305,Salama Bonesa Poli,semi-finished products
306,Budimska kobasica,semi-finished products
307,Čajna kobasica,semi-finished products
308,Delikates juneći rozvrat,semi-finished products
309,Dimljena carska rebra,semi-finished products
310,Pečenica dimljena,semi-finished products
311,Dimljene butkice,semi-finished products
312,Dimljene koljenice,semi-finished products
313,Dimljene svinjske mesnate kosti,semi-finished products
314,Batak dimljeni ćureći sa kostima,semi-finished products
315,Dimljeni juneći but u komadu,semi-finished products
316,Dimljeni juneći but u komadu,semi-finished products
317,Dimljeni svinjski vrat,semi-finished products
318,Kobasica domaća,semi-finished products
319,Francuska kobasica,semi-finished products
320,Goveđa kobasica rinfuz,semi-finished products
321,Goveđi gulaš Franca,semi-finished products
322,Goveđi pršut  brisaola,semi-finished products
323,Goveđi sudžuk,semi-finished products
324,Hamburška slanina,semi-finished products
325,Jetrena pašteta Franca,semi-finished products
326,Juneća roštilj kobasica 200 gr,semi-finished products
327,Juneći narezak Franca,semi-finished products
328,Kosovska kobasica rinfuz,semi-finished products
329,Kraški vrat,semi-finished products
330,Kulen,semi-finished products
331,Kupus mladi,semi-finished products
332,Leđna slanina suva,semi-finished products
333,Mesni Narezak Franca,semi-finished products
334,Mini pileći parizer Franca,semi-finished products
335,Mini posebna kobasica,semi-finished products
336,Mini stiješnjena šunka,semi-finished products
337,Mortadela,semi-finished products
338,Njeguški pršut na komad,semi-finished products
339,Pančeta delikates,semi-finished products
340,Salama Franca pileća  extra,semi-finished products
341,Pašteta Francapileća,semi-finished products
342,Šunka pileća pizza,semi-finished products
343,Viršla pileća,semi-finished products
344,Viršla pileća  rinfuz,semi-finished products
345,Pileći parizer,semi-finished products
346,Pizza šunka,semi-finished products
347,Podlovćenski pršut komad 1kg,semi-finished products
348,Podlovćenski pršut sjeckani 100gr,semi-finished products
349,Posebna kobasica,semi-finished products
350,Posebna kobasica,semi-finished products
351,Rolovani dimljeni ćureći karabatak bez kostiju,semi-finished products
352,Seoski pršut sa kožom,semi-finished products
353,Stiješnjena šunka oblikovana u omotu,semi-finished products
354,Suva goveđa pršuta Franca 100 gr,semi-finished products
355,Suva goveđa pršuta 100 gr,semi-finished products
356,Suva njeguška pečenica,semi-finished products
357,Suva svinjska pršuta u komadu,semi-finished products
358,Suva svinjska rebra,semi-finished products
359,Suvi goveđi ramstek,semi-finished products
360,Škembići u paradajz sosu 400gr,semi-finished products
361,Suvi svinjski šol,semi-finished products
362,Suvi svinjski vrat,semi-finished products
363,Suvo juneće meso bez kostiju,semi-finished products
364,Mlijeko  Imlek Kravica Base  1/1,milk
365,Mlijeko  Imlek sterilizovano,milk
366,"Mlijeko Imlek steriliziovano 1,5L",milk
367,Mlijeko Imlek  Kravica 0.5L,milk
368,Mlijeko Imlek  Moja Kravica  sa čepom 0.5L,milk
369,"Jogurt FML  gusti 1,5 kg",milk
377,Jogurt Balans+ fermentisani 1%,jogurt
378,"Jogurt FML Diet  0,8%mm",jogurt
379,"Jogurt FML  gusti 2,8%mm",jogurt
380,Jogurt FML tečni 2.8 % m.m. flaša,jogurt
381,"Jogurt FML  tečni 2,8%mm",jogurt
382,Jogurt Imlek 2.8%mm 1l,jogurt
383,"Jogurt Imlek  2,8% 1,5 L.",jogurt
384,Jogurt Imlek GUSTI Moja Kravica 2.8%mm 900g,jogurt
385,Mlijeko Imlek kisjelo  2.8% 180g,jogurt
386,"Jogurt Imlek mk gusti  2,8mm 1,5 kg",jogurt
387,Jogurt Kravica 2.8% 500g,jogurt
388,"Jogurt Lazine pitko 2,8%mm 1,5kg",jogurt
389,Jogurt  Imlek  čaša 2.8% 180g,jogurt
390,Jogurt Srna 3.2% 0.5l,jogurt
391,Jogurt Srna čašica  3.2% 0.18l,jogurt
392,Jogurt Srna 3.2%mm 1.5kg,jogurt
393,Jogurt Srna  dijet obran do 0.9%mm 1l,jogurt
394,Jogurt voćni  Campina fruttis mijesano voće 125gr,jogurt
395,Jogurt voćni Campina fruttis mijesano voće 4x125gr,jogurt
396,Jogurt voćni Zott jogobela 150gr,jogurt
397,Voćni jogurt Jogood jagoda 330g,jogurt
398,Voćni jogurt Jogood šumsko voće 330g,jogurt
399,Voćni jogurt Jogood Visnja 330g,jogurt
429,Maslac Imlek  125g,maslac
430,Maslac Imlek  200gr,maslac
431,Maslac Klikovac Biser 200gr,maslac
444,Bijeli Luk,vegetables
445,Blitva,vegetables
446,Celer korjen,vegetables
447,Cvekla,vegetables
448,Đumbir,vegetables
449,Krastavac,vegetables
450,Luk crni,vegetables
451,Luk crveni,vegetables
452,Mladi krompir bijeli,vegetables
453,Paprika babura žuta,vegetables
454,Paprika ljuta,vegetables
455,Paprika šilja crvena,vegetables
456,Paradajz,vegetables
457,Pasulj bijeli,vegetables
458,Pasulj šareni,vegetables
459,Salata zelena svježa,vegetables
460,Banana svježa,fruits
461,Grejp crveni,fruits
462,Jabuka ajdara,fruits
463,Jabuka zelena,fruits
464,Pomorandža,fruits
465,Kivi pakovani,fruits
466,Grčka pomorandža,fruits
467,Kruška Abata,fruits
468,Kruška Viljamovka,fruits
469,Limun-svježi,fruits
470,Zlatni Delišes,fruits
485,Mljeveno meso 1kg  (24674),semi-finished products
486,Ćevapi 1kg  (24675),semi-finished products
487,Pljeskavice 1kg  (24676),semi-finished products
488,Roštiljska kobasica 1kg  (24677),semi-finished products
489,Svinjska pančeta 1kg  (24668),pork
490,Svinjski but bez kosti uvoz 1kg  (155329),pork
491,Svinjska plećka bez kosti uvoz 1kg  (155330),pork
492,Svinjski vrat bez kosti uvoz 1kg  (155331),pork
493,Svinjski laks kare uvoz 1kg  (155332),pork
494,Svinjski but bez kosti domaći Farma Spuž 1kg  (169476),pork
495,Svinjska plećka bez kosti domaća Farma Spuž 1kg  (169478),pork
496,Svinjska kremenadla domaća Farma Spuž 1kg  (169479),pork
497,Svinjski las kare domaći Farma Spuž 1kg  (169480),pork
498,Svinjski vrat bez kosti domaci Farma Spuž 1kg  (169482),pork
499,Juneći but bez kosti 1kg  (24632),beef
500,Juneća plećka bez kosti 1kg  (24633),beef
501,Juneći ramstek 1kg  (24637),beef
502,Juneće mljeveno meso 1kg  (84654),beef
503,Pileći batak sa zabatkom (svježe) Cekin 1kg  (40),chicken
504,Pileći batak (svježe) Cekin 1kg  (48),chicken
505,Pileći file od grudi podložak (svježe) Cekin 1kg  (75363),chicken
506,Pileći batak sa karabatkom (svježe) Cekin 1kg  (75365),chicken
507,Pileći batak sa karabatkom rinfuz (svježe) Cekin 1kg  (75366),chicken
508,Pile grill rinfuz-vrecica (svježe) Cekin 1kg  (135868),chicken
509,Teleći but bez kosti 1kg  (24644),veal
510,Teleća plećka bez kosti 1kg  (24646),veal
511,Teleća podplecka-vrat 1kg  (24652),veal
512,Teleći ramstek 1kg  (24656),veal
513,"File prsiju, smrznuto, Cekin 1kg  (78)",chicken
514,Pileći grill (smrznuto) Cekin 1kg  (132060),chicken
515,"Ćureći file od prsiju, pakovano, smrznuto, Vindon 1kg  (2)",chicken
528,Pipun 1kg  (36968),fruits
529,Ananas 1kg  (36983),fruits
530,Banana 1kg  (36985),fruits
531,Grejpfruit crveni 1kg  (36990),fruits
532,Grozđe bijelo 1kg  (36991),fruits
533,Grožđe crno 1kg  (36993),fruits
534,Jabuka Greni smit 1kg  (37002),fruits
535,Jabuka Zlatni delišes 1kg  (37003),fruits
536,Kruška viljamovka 1kg  (37011),fruits
537,Limun 1kg  (37015),fruits
538,Pomorandža 1kg  (37031),fruits
539,Urma svježa 550 g (118150),fruits
540,Jabuka Ajdared  1kg  (135148),fruits
541,Avokado komad (179410),fruits
542,Mango (179681),fruits
543,Blitva 100g  (36913),vegetables
544,Cvekla 100g  (36922),vegetables
545,Đumbir 100g  (36923),vegetables
546,Karfiol 1kg  (36925),vegetables
547,Bijeli luk 1kg  (36944),vegetables
548,Luk crveni 1kg  (36947),vegetables
549,Paprika babura 1kg  (36951),vegetables
550,Paprika šilja crvena 1kg  (36955),vegetables
551,Paprika šilja zelena 1kg  (36956),vegetables
552,Paradajz 1kg  (36959),vegetables
553,Patlidžan 1kg  (36966),vegetables
554,Pori luk 1kg  (36969),vegetables
555,Šargarepa 100g  (36976),vegetables
556,Šargarepa pakovana 1kg 1kg  (36977),vegetables
557,Tikvica 1kg  (36980),vegetables
558,Zelena salata 100g  (36981),vegetables
559,Paradajz tomatino 500 g (70589),vegetables
560,Batat slatki krompir 1kg  (109015),vegetables
561,Povrće za supu 500 g (132053),vegetables
562,Pasulj šareni 100g  (134964),vegetables
563,Baby rotkvica 125 g (146672),vegetables
564,Kesten oljušteni pečeni 150 g Maroni (174106),vegetables
565,Naša bašta blitva 100g  (175002),vegetables
566,Naša bašta krastavac 1kg  (175440),vegetables
571,Orah 100g  (24406),nuts
572,Kikiriki  peceni u opni rinfuz 100g  (37049),nuts
573,Badem 100g  (37050),nuts
574,Sjemenke suncokreta očišćene 100g  (37060),nuts
575,Urma suva 200 g (38559),dried fruits
576,Suvo grožđe 100 g Dobro (95761),dried fruits
577,Kajsija suva 200 g (110270),dried fruits
578,Smokva suva 180 g (120888),dried fruits
579,Suvo grožđe 200 g Premium Berny (131383),dried fruits
580,Sušena šljiva bez koštice 200 g Premium Berny (131384),dried fruits
581,Sušena brusnica soft 80 g Premium Berny (131385),dried fruits
582,Urma svježa 150 g Premium Berny (131394),dried fruits
583,Suvo grožđe 100 g Premium Berny (137383),dried fruits
584,Sušena kajsija 150 g Premium Berny (141321),dried fruits
585,Đumbir suvi 80 g Premium Berny (175499),dried fruits
669,Mlijeko 2.8%mm 1 l Zbregov (195),milk
670,Mlijeko 3.5%mm 1 l Zbregov (199),milk
671,Mlijeko kravica 2.8% 1 l sa čepom Imlek (1690),milk
672,Moja kravica mlijeko D3 vitamin 1 l Imlek (1695),milk
673,Mlijeko za kafu 10 kom 100 g Zott (18488),milk
674,Mlijeko kravica 2.8% m.m. 1 l bez čepa Imlek (64009),milk
675,Kozje mlijeko 2.8% mm 1 l Zbregov (66488),milk
676,Mlijeko kravica 1.5 % bez laktoze 1 l Imlek (76711),milk
677,Mlijeko Natura 2.8% uht 1 l mi99 (92913),milk
678,Mlijeko Natura 3.2% mm uht 1 l MI99 (95110),milk
679,Moja kravica 2.8% dugotrajno mlijeko 1.5 l Imlek (109038),milk
680,Jogurt balans + 1 l Imlek (12106),jogurt
681,Jogurt balans + 0.5 l Imlek (12107),jogurt
682,Jogurt balans + 0.25 l Imlek (12108),jogurt
683,Jogurt 1kg  3.2% Srna (19134),jogurt
684,Jogurt čaša 180 ml 2.8% mm Srna (19137),jogurt
685,Jogurt 1 kg 3.4% m.m. Lazine (19144),jogurt
686,Kiselo mlijeko 2.8% 180 ml čaša Imlek (63953),jogurt
687,Moja kravica jogurt sa 2.8% mm 1 l Imlek (62332),jogurt
688,Jogurt kravica 2.8% mm 0.25 l Imlek (62334),jogurt
689,"Jogurt od kozjeg mlijeka 2.8% mm 0,5 l Kozari (77805)",jogurt
690,Jogurt Kravica 2.8% mm 1.45 kg pet Imlek (100811),jogurt
691,Balans + 1.45 l Imlek (105680),jogurt
692,Kefir 3.5% mm 1 l Zbregov (120876),jogurt
693,Kefir 3.5% mliječne masti 330 ml Zbregov (128718),jogurt
694,Kisjelo mlijeko 750 ml Milk Company (135123),jogurt
695,Moja kravica gusti jogurt 2.8% mm 900 g Imlek (136964),jogurt
696,Moja kravica gusti jogurt 2.8% 1.45 l Imlek (136965),jogurt
697,Jogurt 3.4% mm 1.5 kg Lazine (138085),jogurt
698,Jogurt 2.8% mm 1.5 kg Lazine (138088),jogurt
699,Jogurt Natura 2.8 % mm 1.5 l MI99 (144058),jogurt
700,Proteinski napitak jagoda 0.5 l Zbregov (160151),jogurt
701,Proteinski napitak vanilija 0.5 l Zbregov (160152),jogurt
702,Kisjelo mlijeko 3.2% mm 680 g tegla Srna (163754),jogurt
703,Proteinski napitak kokos 0.5 l Zbregov (176746),jogurt
704,Proteinski napitak čokolada 0.5 l Zbregov (176747),jogurt
705,Proteinski napitak keks 0.5 l Zbregov (176748),jogurt
706,Proteinski napitak čokoladni kikiriki maslac 0.5 l Zbregov (176749),jogurt
707,Proteinski napitak pistaćija 0.5 l  Zbregov (183722),jogurt
753,Prijatno mliječni margarin 250 g Vital (488),maslac
754,Stoni margarin 250 g Vital (491),maslac
755,Laki margarin 255 g Vital (497),maslac
756,Dobro jutro mliječni margarin 250 g Dijamant (7956),maslac
757,Dobro jutro mliječni margarin 500 g Dijamant (7957),maslac
758,Margarin Dobro jutro dijet 250 g Dijamant (7958),maslac
759,Maslac 125 g Imlek (12161),maslac
760,Maslac 10 g Zbregov (92810),maslac
761,Maslac 250 g Zbregov (92812),maslac
762,Maslac 10 g Markenbutter (136993),maslac
763,Maslac gold butter 250 Bayernland (140649),maslac
764,Namaz 10 g Bitterich (160416),maslac
781,Trapist I klasa 1/4 Mljekara Livno 1kg  (17080),hard cheese
782,Edamer sir 40% mm Mljekara Livno 100g  (17083),hard cheese
783,Gauda sir 45% mm Mljekara Livno 100g  (17084),hard cheese
784,Sir Edamer 40% mm Bayernland 100g  (23072),hard cheese
785,Sir Gauda 48% mm Bayernland 100g  (23074),hard cheese
786,Maasdam sir 45% mm Daily Dairy 100g  (129278),hard cheese
787,Sir Ementaler 200 g Zott (133784),hard cheese
788,V.S.O.C. gauda 48% mm gold 190 g Daily Dairy (171745),hard cheese
819,Planinski dimljeni polutvrdi sir Monte Bianco 100g  (88657),hard cheese
820,Provolone Valpadana DOP dolce 250 g Ambrosi (130269),hard cheese
821,Provolone Valpadana DOP dolce 5-6 kg pancetta Ambrosi 100g  (130270),hard cheese
822,Provolone Valpadana DOP piccante 5-6kg pancetta Ambrosi 100g  (130271),hard cheese
823,Provolone Valpadana DOP piccante 250 g Ambrosi (130276),hard cheese
824,Bijeli kozji sir u kriškama deluxe kutija 200 g Kozari (77801),hard cheese
825,Kozji mladi sir 50% mm 300 g Daily Dairy (129294),hard cheese
826,Pecorino Romano 200 g Ambrosi (130268),hard cheese
827,Pecorino Romano rendani 100 g Ambrosi (134967),hard cheese
828,Koziji mladi sir narezani 50% mm 140 g Daily Dairy (150557),hard cheese
829,Ricotta 250 g Ambrosi (159898),hard cheese
830,Meki kozji sir 250 g Lider (164136),hard cheese
831,Sir topljeni 140 g specijal Zdenka (6058),melted cheese
832,Sir Zdenka 140 g 35% mliječne masti classic (6059),melted cheese
833,Toasty sandwich 150 g Zott (17299),melted cheese
834,Toasty toast 150 g Zott (17301),melted cheese
835,Zdenka natura topljeni sir za mazanje 150 g čaša (144790),melted cheese
842,Svježi bijeli rezani hljeb Pan Carre 285 g Barilla (9123),toast and packaged bread
843,Fette biscott. Armonia di cereali 315 g Mulino Bianco (9124),toast and packaged bread
844,Fette biscott. Dorate 315 g dvopek Mulino Bianco (9125),toast and packaged bread
845,Pan Bauletto Bianco 400 g  Mulino Bianco Barilla (78155),toast and packaged bread
846,Pan bauletto integrale 400 g Barilla (78156),toast and packaged bread
847,Pan Bauletto hljeb 5 vrsta žitarica i soja 400 g Mulino Bianco Barilla (91612),toast and packaged bread
848,Pan Carre Fioco 430 g  Mulino Bianco Barilla (103473),toast and packaged bread
849,Tost hljeb classic 500 g Tvojih 5 Minuta (154350),toast and packaged bread
850,Tost hljeb sa buterom 500 g Tvojih 5 Minuta (154351),toast and packaged bread
851,Tost sa sjemenkama 500 g Tvojih 5 minuta (154352),toast and packaged bread
852,Tost hljeb maxi classic 750 g Tvojih 5 Minuta (154353),toast and packaged bread
855,Posni mix 450g Slatko srce (126152),cakes and pastries
856,Bajadera 450g Slatko srce (129665),cakes and pastries
857,Domaća oblanda 350g Slatko srce (142946),cakes and pastries
858,Francuski makaronsi 24 kom 288g Chateau Blanc (180375),cakes and pastries
859,Hljeb bijeli 500 g (139000),bread
