38,Posebna Kobasica Gudi 300G,semi-finished products
39,Extra posebna Perutnina Ptuj sa sirom 350g,semi-finished products
40,Extra posebna Perutnina Ptuj 350g,semi-finished products
41,Posebna kobasica Goranovic mini 350gr,semi-finished products
42,Posebna kobasica Goranovic 800g,semi-finished products
43,Extra posebna Perutnina Ptuj 800g,semi-finished products
44,Virsla Aia Wudy pileca formaggio 150g,semi-finished products
45,Virsla Aia Wudy pileca classico mini 100g,semi-finished products
46,Polutrajna kobasica pileca 350g,semi-finished products
47,Grudi neoplanta pilece 350g,semi-finished products
48,Prsa Goranovic pileca u omotu mini 350g,semi-finished products
49,Prsa Goranovic cureca u omotu mini 350gr,semi-finished products
50,Virsla Carnex Pileca 205G,semi-finished products
51,Virsla Carnex delikates 205g,semi-finished products
52,Srpska kobasica Goranovic vp 300g,semi-finished products
53,Gorska kobasica Goranovic vakum 300g,semi-finished products
54,Srpska kobasica Carnex 310g,semi-finished products
55,Sunka Pik u ovitku 350g,semi-finished products
56,Zlatiborac Kobasica Grill 250gr,semi-finished products
57,Zlatiborac Mini Pileća posebna kobasica 320gr,semi-finished products
58,Zlatiborac Mini Delikates posebna kobasica 320gr,semi-finished products
59,Zlatiborac Kobasica Domaćinska 290gr,semi-finished products
60,Zlatiborac PT Stišnjena Šunka u omotu,semi-finished products
61,Zlatiborac PT Alpska kobasica,semi-finished products
62,Zlatiborac barena pileća kobasica 100gr,semi-finished products
63,Rostiljska kobasica  Montella 265g,semi-finished products
64,Rostiljska kobasica Carnex sa sirom 280g,semi-finished products
65,Mortadela Carnex sampion,semi-finished products
66,Safalada Gavrilovic 300g,semi-finished products
67,Prsa Aia Gran Podere cureca,semi-finished products
68,Sunka Pik Vrbovec u ovitku,semi-finished products
69,Cajna kobasica TOP,semi-finished products
70,Njeguska kobasica Montstate,semi-finished products
71,Budimska Montella 1kg,semi-finished products
72,Cajna Montella 1kg,semi-finished products
73,Suva Pecenica Montstate,semi-finished products
74,Zlatiborac Rinfuz  Čajna kobasica,semi-finished products
75,Zlatiborac Rinfuz  Goveđa Čajna kobasica,semi-finished products
76,Prsut Montella u kocki vp,semi-finished products
77,Dimljena svinjska pecenica Montstate,semi-finished products
78,Prsut Montstate govedji,semi-finished products
79,Suvi vrat Montstate,semi-finished products
80,Kulen Montella 1kg,semi-finished products
82,Mlijeko Moja Kravica 1.5%mm 1l,milk
83,"Mlijeko Moja Kravica  2,8%m sa cepom50",milk
84,"Mlijeko Moja Kravica 2,8% 1l t baza",milk
85,"Mlijeko Moja Kravica za kafu 3,8%mm 1l",milk
86,Mlijeko Lazine uht 2.8%mm 1l,milk
87,Mlijeko Montella UHT 2.8%mm 1l,milk
88,Mlijeko Moja Kravica 3.2%mm d3 sa cepom t 1l,milk
89,"Mlijeko Moja Kravica  2,8% 1l",milk
90,Mlijeko Moja kravica junior 2.8% 1l,milk
91,Mlijeko Moja Kravica 2.8%mm 1.5l,milk
92,Mlijeko Nika pasterizovano 2.8%mm 1l k,milk
93,Mlijeko svjeze Srna pasterizovano 1L,milk
94,"Mlijeko svjeze Lazine pasterizovano 2,8%mm 1l",milk
116,Sir Katunjanka Punomasni'1/4,hard cheese
117,Sir Katunjanka dimljeni 1/4,hard cheese
118,Sir zamjenski Goldi,hard cheese
119,Sir Parmezan Zanetti Ribani 80G,hard cheese
120,Sir parmezan Parmonia Zanneti ribani 40g,hard cheese
121,Sir edamer Bayernland 1kg,hard cheese
122,Sir gauda Paladin 48%mm,hard cheese
123,Sir edamer Paladin 40%mm,hard cheese
124,Sir Edamer Jager 1kg,hard cheese
125,Sir Gauda Jager 1kg,hard cheese
126,Sir Kremasti Montaver  150G,hard cheese
127,Sir Tylzycki 150G  Mlekovita,hard cheese
128,Topljeni Sir Zdenka Sa Sunkom Namazni 140G,melted cheese
129,Drmilk Sirni Namaz Sireto Baštensko Bilje 150G.,melted cheese
130,Drmilk Sirni Namaz Sireto Naturalni 150G.,melted cheese
131,Dr.Milk Kajmak Namaz 150G,melted cheese
132,Dr.Milk Kajmak Namaz 250G,melted cheese
133,Sirni namaz Ala kajmak 150g,melted cheese
134,Sirni namaz Sirko 100g,melted cheese
135,Sirni namaz ABC 200g,melted cheese
136,Sirni namaz Ala Kajmak 250g,melted cheese
137,Sirni namaz ABC Belje 100g,melted cheese
138,Sirni Namaz Belje Abc Krem Junior 100G,melted cheese
139,Topljeni Sir Zdenka Specijal Namazni 140G,melted cheese
140,Topljeni sir Zdenka classic namazni 280g,melted cheese
141,Topljeni sir Zdenka plava namazni 140g,melted cheese
145,"Jogurt GUSTI 2,8%mm900g Moja kravica",jogurt
146,Grcki Jogurt Grekos Jagoda 150G Casa,jogurt
147,Jogurt Balans+ imuno TT 1KG,jogurt
148,Jogurt Balans+Obrok Jagod I  4 Zitarice Tt 330G,jogurt
149,Jogurt Grekos Jagoda'400Gr Casa,jogurt
150,"Jogurt Moja Kravica 2,8%mm 250ml pet",jogurt
151,Jogurt Moja Kravica 2.8%mm 180ml casa,jogurt
152,Jogurt Moja Kravica 2.8%mm 1L tt,jogurt
153,Jogurt Lazine 3.4%mm 1l pet,jogurt
154,Jogurt Lazine 3.4%mm 500ml pet,jogurt
155,Jogurt Lazine 3.4%mm 180ml casa,jogurt
156,Jogurt Lazine 3.4%mm 1.5l,jogurt
157,"Jogurt Srna 3,2% mm 1,5l",jogurt
158,Jogurt Srna 180ml casa,jogurt
159,Jogurt Srna 1l,jogurt
160,"Jogurt Moja Kravica 2,8%mm 500ml pet",jogurt
161,Jogurt Balans+ 250ml pet,jogurt
162,Jogurt Balans+ 500ml pet,jogurt
163,Jogurt Balans+ 1l,jogurt
164,Jogurt Srna dijet 1l,jogurt
165,Jogurt Lazine dijetalni 0.5%mm 1l pet,jogurt
166,Jogurt Montella 0.5 % m.m 1L,jogurt
184,Vocni jogurt Jogobella 400g,jogurt
185,Vocni jogurt Zottis fruit frucht 115g,jogurt
186,Vocni jogurt Zottis fruit frucht 150g,jogurt
187,Vocni jogurt Zottis fruit frucht 400g,jogurt
188,Vocni Jogurt Dukatos Jogurt Jagoda 150G,jogurt
189,Vocni jogurt Jogobella musli jagoda banana 200g,jogurt
190,Vocni Jogurt Jogood Jagoda Pet 3.2%Mm 330G,jogurt
191,Vocni Jogurt Jogood Kajsija Pet 3.2%Mm 330G,jogurt
192,Vocni jogurt Jogobella klasik 150g,jogurt
193,Vocni Jogurt Dukatos Crna Ribizla Cimet 150G,jogurt
220,Kruska viljamovka  1 kg,fruits
221,Jabuka zlatni delises uvoz 1 kg,fruits
222,Jabuka zelena greny uvoz 1 kg,fruits
223,Jabuka ajdara poljska 1 kg,fruits
224,Banana I klasa 1 kg,fruits
225,Grejfrut crveni 1 kg,fruits
226,Pomorandza 1 kg,fruits
227,Avokado komad,fruits
228,Limun 1 kg,fruits
229,Luk crveni 1 kg,vegetables
230,Karfiol 1 kg,vegetables
231,Luk bijeli rinfuz 1 kg,vegetables
232,Paprika babura 1 kg,vegetables
233,Krompir mladi 1 kg,vegetables
234,Krastavac 1 kg,vegetables
235,Tikvica 1 kg,vegetables
236,Sargarepa 1 kg,vegetables
237,Paradajz 1 kg,vegetables
238,Paprika silja crvena 1 kg,vegetables
239,Pistaci peceni rinfuz,nuts
240,Suvo grozdje tamno rinfuz,dried fruits
241,Suvo grozdje 250 gr kadica Sars,dried fruits
243,Kikiriki vakum SARS 200g,dried fruits
244,Urma J&J Company 500g,dried fruits
245,Kikiriki vakum SARS 400g,dried fruits
246,Brusnica 200g Sars kadica,dried fruits
247,Mix premium Sars 250g,dried fruits
248,Mix healt Sars 250g,dried fruits
249,"Mix fit Sars 250g badem,brusnica i grozdje",dried fruits
250,Suva smokva krug 160gSars,dried fruits
251,Ljesnik rinfuz,nuts
253,Badem rinfiuz,nuts
254,Kikiriki oljusteni peceni slani rinfuz,nuts
255,"Orah mix,J J Company",nuts
256,Hljeb 7 zrna rezani   tvojih 5 minuta 450g,toast and packaged bread
257,Tost hljeb tvojih 5minuta classic 500g,toast and packaged bread
258,Tost hljeb sa sjemenkama 500gr,toast and packaged bread
259,Hljeb tost integrale sa  maslinovim uljem 500g,toast and packaged bread
260,Hljeb rezani razani jaus 500g,toast and packaged bread
261,Hljeb obogacen Tonus 300g,toast and packaged bread
262,Hljeb mijesani razani rezani 400g Nase zrno,toast and packaged bread
263,Tost Conad 18pcs 330g,toast and packaged bread
264,Hljeb bijeli rezani Uniprom 500g,toast and packaged bread
265,Barilla hljeb Pan Bauletto Integrale 400gr,toast and packaged bread
266,Barilla tost Pan Carre'Fioco 285gr,toast and packaged bread
267,Hljeb integralni rezani Don Don 500g,toast and packaged bread
271,Barilla dvopek Dorate 315gr,toast and packaged bread
272,Barilla dvopek Integrale 315gr,toast and packaged bread
273,Dvopek Conad 39 kriski 324g,toast and packaged bread
274,Baget Aroma 110g S.120,bread
275,Hljeb osnovni bijeli Inpek 500g,bread
276,Baget tamni Aroma 240g S.270,bread
277,Cabata maxi Aroma 300g S.335,bread
278,Hljeb bijeli Aroma 420g S.420,bread
279,Hljeb sa vise zrna Aroma 420g S.420,bread
298,Kolac Miranis jadro stangle pakovani 500g,cakes and pastries
299,Kolac Miranis crnogorska pita pakovani 600g,cakes and pastries
300,Kolac Miranis domaci miks pakovani 500g,cakes and pastries
301,Rolat cokoladni 500g Miranis,cakes and pastries
319,Hljeb Don don mijesani ražani rezani 400gr,toast and packaged bread
320,Hljeb Don don mlinarev crni rezani 500gr,toast and packaged bread
321,Hljeb Meksički  sa kukuruznim brašnom 400 g,toast and packaged bread
322,HLEB INTEGR.REZANI 500G,toast and packaged bread
332,Halva cacao 100gr,cakes and pastries
333,Kolač Jadro Štangla 500g,cakes and pastries
334,Kolač Oraščići 500g,cakes and pastries
335,Štrudla trivit sa makom 110g,cakes and pastries
336,Ćevapi juneći,beef
337,Meso juneće mljeveno  I kat.,beef
338,Rebra juneća sa kostima,beef
339,Kobasica juneća roštiljska,beef
340,Juneći but bez kostiju,beef
341,Juneći rozvrat bez kostiju,beef
342,Juneći salamin,beef
343,Juneći sol ruža,beef
344,Teleća rebra sa kostima,veal
345,Teleci but bez kostiju,veal
346,Teleći rozvrat svježi,veal
347,Pileće meso,chicken
348,Pileći batak svježi,chicken
349,Pileći file svježi,chicken
350,Praseće meso,pork
351,Roštilj svježa kobasica,pork
352,Svinjska plećka bez kostiju,pork
353,Svinjski but bez kostiju,pork
354,Svinjski karre,pork
355,Svinjski lax karre,pork
357,Pašteta Argeta junior kokošija original,semi-finished products
358,Pašteta Argeta kokošija,semi-finished products
359,Salama Bonesa extra posebna P/P,semi-finished products
360,Salama Bonesa extra posebna P/P,semi-finished products
361,Bonesa Perutninska,semi-finished products
362,Salama Bonesa Poli,semi-finished products
363,Budimska kobasica,semi-finished products
364,Čajna kobasica,semi-finished products
365,Delikates juneći rozvrat,semi-finished products
366,Dimljena carska rebra,semi-finished products
367,Pečenica dimljena,semi-finished products
368,Dimljene butkice,semi-finished products
369,Dimljene koljenice,semi-finished products
370,Dimljene svinjske mesnate kosti,semi-finished products
371,Batak dimljeni ćureći sa kostima,semi-finished products
372,Dimljeni juneći but u komadu,semi-finished products
373,Dimljeni juneći but u komadu,semi-finished products
374,Dimljeni svinjski vrat,semi-finished products
375,Kobasica domaća,semi-finished products
376,Francuska kobasica,semi-finished products
377,Goveđa kobasica rinfuz,semi-finished products
378,Goveđi gulaš Franca,semi-finished products
379,Goveđi pršut  brisaola,semi-finished products
380,Goveđi sudžuk,semi-finished products
381,Hamburška slanina,semi-finished products
382,Jetrena pašteta Franca,semi-finished products
383,Juneća roštilj kobasica 200 gr,semi-finished products
384,Juneći narezak Franca,semi-finished products
385,Kosovska kobasica rinfuz,semi-finished products
386,Kraški vrat,semi-finished products
387,Kulen,semi-finished products
388,Kupus mladi,semi-finished products
389,Leđna slanina suva,semi-finished products
390,Mesni Narezak Franca,semi-finished products
391,Mini pileći parizer Franca,semi-finished products
392,Mini posebna kobasica,semi-finished products
393,Mini stiješnjena šunka,semi-finished products
394,Mortadela,semi-finished products
395,Njeguški pršut na komad,semi-finished products
396,Pančeta delikates,semi-finished products
397,Salama Franca pileća  extra,semi-finished products
398,Pašteta Francapileća,semi-finished products
399,Šunka pileća pizza,semi-finished products
400,Viršla pileća,semi-finished products
401,Viršla pileća  rinfuz,semi-finished products
402,Pileći parizer,semi-finished products
403,Pizza šunka,semi-finished products
404,Podlovćenski pršut komad 1kg,semi-finished products
405,Podlovćenski pršut sjeckani 100gr,semi-finished products
406,Posebna kobasica,semi-finished products
407,Posebna kobasica,semi-finished products
408,Rolovani dimljeni ćureći karabatak bez kostiju,semi-finished products
409,Seoski pršut sa kožom,semi-finished products
410,Stiješnjena šunka oblikovana u omotu,semi-finished products
411,Suva goveđa pršuta Franca 100 gr,semi-finished products
412,Suva goveđa pršuta 100 gr,semi-finished products
413,Suva njeguška pečenica,semi-finished products
414,Suva svinjska pršuta u komadu,semi-finished products
415,Suva svinjska rebra,semi-finished products
416,Suvi goveđi ramstek,semi-finished products
417,Škembići u paradajz sosu 400gr,semi-finished products
418,Suvi svinjski šol,semi-finished products
419,Suvi svinjski vrat,semi-finished products
420,Suvo juneće meso bez kostiju,semi-finished products
421,Mlijeko  Imlek Kravica Base  1/1,milk
422,Mlijeko  Imlek sterilizovano,milk
423,"Mlijeko Imlek steriliziovano 1,5L",milk
424,Mlijeko Imlek  Kravica 0.5L,milk
425,Mlijeko Imlek  Moja Kravica  sa čepom 0.5L,milk
426,"Jogurt FML  gusti 1,5 kg",milk
434,Jogurt Balans+ fermentisani 1%,jogurt
435,"Jogurt FML Diet  0,8%mm",jogurt
436,"Jogurt FML  gusti 2,8%mm",jogurt
437,Jogurt FML tečni 2.8 % m.m. flaša,jogurt
438,"Jogurt FML  tečni 2,8%mm",jogurt
439,Jogurt Imlek 2.8%mm 1l,jogurt
440,"Jogurt Imlek  2,8% 1,5 L.",jogurt
441,Jogurt Imlek GUSTI Moja Kravica 2.8%mm 900g,jogurt
442,Mlijeko Imlek kisjelo  2.8% 180g,jogurt
443,"Jogurt Imlek mk gusti  2,8mm 1,5 kg",jogurt
444,Jogurt Kravica 2.8% 500g,jogurt
445,"Jogurt Lazine pitko 2,8%mm 1,5kg",jogurt
446,Jogurt  Imlek  čaša 2.8% 180g,jogurt
447,Jogurt Srna 3.2% 0.5l,jogurt
448,Jogurt Srna čašica  3.2% 0.18l,jogurt
449,Jogurt Srna 3.2%mm 1.5kg,jogurt
450,Jogurt Srna  dijet obran do 0.9%mm 1l,jogurt
451,Jogurt voćni  Campina fruttis mijesano voće 125gr,jogurt
452,Jogurt voćni Campina fruttis mijesano voće 4x125gr,jogurt
453,Jogurt voćni Zott jogobela 150gr,jogurt
454,Voćni jogurt Jogood jagoda 330g,jogurt
455,Voćni jogurt Jogood šumsko voće 330g,jogurt
456,Voćni jogurt Jogood Visnja 330g,jogurt
486,Maslac Imlek  125g,maslac
487,Maslac Imlek  200gr,maslac
488,Maslac Klikovac Biser 200gr,maslac
501,Bijeli Luk,vegetables
502,Blitva,vegetables
503,Brokoli sveži,vegetables
504,Celer korjen,vegetables
505,Cvekla,vegetables
506,Đumbir,vegetables
507,Krastavac,vegetables
508,Luk crni,vegetables
509,Luk crveni,vegetables
510,Mladi krompir bijeli,vegetables
511,Paprika babura žuta,vegetables
512,Paprika ljuta,vegetables
513,Paprika šilja crvena,vegetables
514,Paradajz,vegetables
515,Pasulj bijeli,vegetables
516,Pasulj šareni,vegetables
517,Salata zelena svježa,vegetables
518,Banana svježa,fruits
519,Grejp crveni,fruits
520,Jabuka ajdara,fruits
521,Jabuka zelena,fruits
522,Pomorandža,fruits
523,Kivi pakovani,fruits
524,Grčka pomorandža,fruits
525,Kruška Abata,fruits
526,Kruška Viljamovka,fruits
527,Limun-svježi,fruits
528,Zlatni Delišes,fruits
543,Mljeveno meso 1kg  (24674),semi-finished products
544,Ćevapi 1kg  (24675),semi-finished products
545,Pljeskavice 1kg  (24676),semi-finished products
546,Roštiljska kobasica 1kg  (24677),semi-finished products
547,Svinjska pančeta 1kg  (24668),pork
548,Prasetina 1kg  (24669),pork
549,Svinjski but bez kosti uvoz 1kg  (155329),pork
550,Svinjska plećka bez kosti uvoz 1kg  (155330),pork
551,Svinjski vrat bez kosti uvoz 1kg  (155331),pork
552,Svinjski laks kare uvoz 1kg  (155332),pork
553,Svinjski but bez kosti domaći Farma Spuž 1kg  (169476),pork
554,Svinjska plećka bez kosti domaća Farma Spuž 1kg  (169478),pork
555,Svinjska kremenadla domaća Farma Spuž 1kg  (169479),pork
556,Svinjski las kare domaći Farma Spuž 1kg  (169480),pork
557,Svinjski vrat bez kosti domaci Farma Spuž 1kg  (169482),pork
558,Juneći but bez kosti 1kg  (24632),beef
559,Juneća plećka bez kosti 1kg  (24633),beef
560,Juneći ramstek 1kg  (24637),beef
561,Juneći vrat bez kosti 1kg  (60220),beef
562,Juneći ćevapi 1kg  (84653),beef
563,Juneće mljeveno meso 1kg  (84654),beef
564,Pileći roster (svježe) Cekin 1kg  (36),chicken
565,Pileći file od prsiju podložak (svježe)Cekin 1kg  (47),chicken
566,Pileći batak (svježe) Cekin 1kg  (48),chicken
567,Pileći batak i zabatak rinfuz (svježe) Cekin 1kg  (65),chicken
568,Pileći file od prsiju rinfuz (svježe) Cekin 1kg  (68),chicken
569,Pileći file od grudi podložak (svježe) Cekin 1kg  (75363),chicken
570,Pileći batak sa karabatkom (svježe) Cekin 1kg  (75365),chicken
571,Pileći batak sa karabatkom rinfuz (svježe) Cekin 1kg  (75366),chicken
572,Pileći file od grudi rinfuz (svježe) Cekin 1kg  (75386),chicken
573,Pile grill rinfuz-vrecica (svježe) Cekin 1kg  (135868),chicken
574,Teleći but bez kosti 1kg  (24644),veal
575,Teleća plećka bez kosti 1kg  (24646),veal
576,Teleća podplecka-vrat 1kg  (24652),veal
577,Teleći ramstek 1kg  (24656),veal
578,"File prsiju, smrznuto, Cekin 1kg  (78)",chicken
579,Pileći grill (smrznuto) Cekin 1kg  (132060),chicken
580,Pileći file od grudi (smrznuto) Cekin 1kg  (150943),chicken
581,"Ćureći file od prsiju, pakovano, smrznuto, Vindon 1kg  (2)",chicken
599,Pipun 1kg  (36968),fruits
600,Ananas 1kg  (36983),fruits
601,Banana 1kg  (36985),fruits
602,Grejpfruit crveni 1kg  (36990),fruits
603,Grozđe bijelo 1kg  (36991),fruits
604,Grožđe crno 1kg  (36993),fruits
605,Jabuka Greni smit 1kg  (37002),fruits
606,Jabuka Zlatni delišes 1kg  (37003),fruits
607,Kivi 1kg  (37007),fruits
608,Limun 1kg  (37015),fruits
609,Pomorandža 1kg  (37031),fruits
610,Kruška Abata 1kg  (38539),fruits
611,Urma svježa 550 g (118150),fruits
612,Jabuka Ajdared  1kg  (135148),fruits
613,Avokado komad (179410),fruits
614,Mango (179681),fruits
615,Blitva 100g  (36913),vegetables
616,Brokula 1kg  (36918),vegetables
617,Celer 1kg  (36920),vegetables
618,Cvekla 100g  (36922),vegetables
619,Đumbir 100g  (36923),vegetables
620,Karfiol 1kg  (36925),vegetables
621,Krompir crveni 1kg  (36933),vegetables
622,Bijeli luk 1kg  (36944),vegetables
623,Luk crveni 1kg  (36947),vegetables
624,Paprika babura 1kg  (36951),vegetables
625,Paprika šilja crvena 1kg  (36955),vegetables
626,Paprika šilja zelena 1kg  (36956),vegetables
627,Paradajz 1kg  (36959),vegetables
628,Pasulj bijeli 100g  (36964),vegetables
629,Patlidžan 1kg  (36966),vegetables
630,Pori luk 1kg  (36969),vegetables
631,Rukola 100 g (36975),vegetables
632,Šargarepa 100g  (36976),vegetables
633,Šargarepa pakovana 1kg 1kg  (36977),vegetables
634,Tikvica 1kg  (36980),vegetables
635,Paprika ljuta 1 kom (49549),vegetables
636,Paradajz tomatino 500 g (70589),vegetables
637,Batat slatki krompir 1kg  (109015),vegetables
638,Celer list 100g  (131536),vegetables
639,Povrće za supu 500 g (132053),vegetables
640,Pasulj šareni 100g  (134964),vegetables
641,Baby rotkvica 125 g (146672),vegetables
642,Naša bašta blitva 100g  (175002),vegetables
643,Naša bašta kristalka salata 100g  (175384),vegetables
644,Naša bašta krastavac 1kg  (175440),vegetables
645,Naša bašta tikvica 1kg  (175445),vegetables
652,Orah 100g  (24406),nuts
653,Lješnik 100g  (37047),nuts
654,Kikiriki  peceni u opni rinfuz 100g  (37049),nuts
655,Badem 100g  (37050),nuts
656,Pistaći 100g  (37051),nuts
657,Kukuruz kokičar 100g  (37058),nuts
658,Sjemenke suncokreta očišćene 100g  (37060),nuts
659,Urma suva 200 g (38559),dried fruits
660,Suvo grožđe 100 g Dobro (95761),dried fruits
661,Kajsija suva 200 g (110270),dried fruits
662,Smokva suva 180 g (120888),dried fruits
663,Suvo grožđe 200 g Premium Berny (131383),dried fruits
664,Sušena šljiva bez koštice 200 g Premium Berny (131384),dried fruits
665,Sušena brusnica soft 80 g Premium Berny (131385),dried fruits
666,Urma svježa 150 g Premium Berny (131394),dried fruits
667,Suvo grožđe 100 g Premium Berny (137383),dried fruits
668,Sušena kajsija 150 g Premium Berny (141321),dried fruits
669,Đumbir suvi 80 g Premium Berny (175499),dried fruits
670,Suva šljiva bez koštice 200g Elmag (190439),dried fruits
762,Mlijeko 2.8%mm 1 l Zbregov (195),milk
763,Mlijeko 3.5%mm 1 l Zbregov (199),milk
764,Mlijeko kravica 2.8% 1 l sa čepom Imlek (1690),milk
765,Moja kravica mlijeko D3 vitamin 1 l Imlek (1695),milk
766,Mlijeko za kafu 10 kom 100 g Zott (18488),milk
767,Moja kravica mlijeko za kafu 3.8% mm 1 l Imlek (29695),milk
768,Mlijeko kravica 2.8% m.m. 1 l bez čepa Imlek (64009),milk
769,Kozje mlijeko 2.8% mm 1 l Zbregov (66488),milk
770,Mlijeko kravica 1.5 % bez laktoze 1 l Imlek (76711),milk
771,Mlijeko Natura 2.8% uht 1 l mi99 (92913),milk
772,Mlijeko Natura 3.2% mm uht 1 l MI99 (95110),milk
773,Moja kravica 2.8% dugotrajno mlijeko 1.5 l Imlek (109038),milk
774,Jogurt balans + 0.5 l Imlek (12107),jogurt
775,Jogurt 1kg  3.2% Srna (19134),jogurt
776,Jogurt čaša 180 ml 2.8% mm Srna (19137),jogurt
777,Moja kravica jogurt sa 2.8% mm 1 l Imlek (62332),jogurt
778,"Jogurt od kozjeg mlijeka 2.8% mm 0,5 l Kozari (77805)",jogurt
779,Jogurt vilikis grčki natur 150 g Vindija (115131),jogurt
780,Kefir 3.5% mm 1 l Zbregov (120876),jogurt
781,Kefir 3.5% mliječne masti 330 ml Zbregov (128718),jogurt
782,Kisjelo mlijeko 750 ml Milk Company (135123),jogurt
783,Moja kravica gusti jogurt 2.8% mm 900 g Imlek (136964),jogurt
784,Moja kravica gusti jogurt 2.8% 1.45 l Imlek (136965),jogurt
785,Jogurt 3.4% mm 1.5 kg Lazine (138085),jogurt
786,Jogurt 2.8% mm 1.5 kg Lazine (138088),jogurt
787,Jogurt Natura 2.8 % mm 1.5 l MI99 (144058),jogurt
788,Proteinski napitak jagoda 0.5 l Zbregov (160151),jogurt
789,Proteinski napitak vanilija 0.5 l Zbregov (160152),jogurt
790,Proteinski napitak čokolada i banana 0.5 l Zbregov (160153),jogurt
791,Protein SKYR jogurt šumsko voće 200 g Zbregov (169659),jogurt
792,Balans + Imuno 1 l TT Imlek (173920),jogurt
793,Proteinski napitak kokos 0.5 l Zbregov (176746),jogurt
794,Proteinski napitak čokolada 0.5 l Zbregov (176747),jogurt
795,Proteinski napitak keks 0.5 l Zbregov (176748),jogurt
796,Proteinski napitak čokoladni kikiriki maslac 0.5 l Zbregov (176749),jogurt
797,Proteinski napitak pistaćija 0.5 l  Zbregov (183722),jogurt
846,Prijatno mliječni margarin 250 g Vital (488),maslac
847,Stoni margarin 250 g Vital (491),maslac
848,Laki margarin 255 g Vital (497),maslac
849,Dobro jutro mliječni margarin 250 g Dijamant (7956),maslac
850,Dobro jutro mliječni margarin 500 g Dijamant (7957),maslac
851,Margarin Dobro jutro dijet 250 g Dijamant (7958),maslac
852,Maslac 125 g Imlek (12161),maslac
853,Maslac 10 g Zbregov (92810),maslac
854,Maslac 125 g Zbregov (92811),maslac
855,Maslac 250 g Zbregov (92812),maslac
856,Maslac 200 g Imlek (132802),maslac
857,Maslac 10 g Markenbutter (136993),maslac
858,Maslac gold butter 250 Bayernland (140649),maslac
877,Trapist I klasa 1/4 Mljekara Livno 1kg  (17080),hard cheese
878,Edamer sir 40% mm Mljekara Livno 100g  (17083),hard cheese
879,Gauda sir 45% mm Mljekara Livno 100g  (17084),hard cheese
880,Sir Edamer 40% mm Bayernland 100g  (23072),hard cheese
881,Sir Gauda 48% mm Bayernland 100g  (23074),hard cheese
882,Maasdam sir 45% mm Daily Dairy 100g  (129278),hard cheese
883,Maasdam sir 45% mm narezani 140 g Daily Dairy (129280),hard cheese
884,Sir Ementaler 200 g Zott (133784),hard cheese
885,V.S.O.C. gauda 48% mm gold 190 g Daily Dairy (171745),hard cheese
932,Zelene doline šmarski rok sir 25% mm 100g  (22000),hard cheese
933,Planinski dimljeni polutvrdi sir Monte Bianco 100g  (88657),hard cheese
934,Dublin dairy white cheddar 140 g Daily Dairy (129273),hard cheese
935,Cheddar sir 48% mm crveni narezani 140 g Daily Dairy (129274),hard cheese
936,Varaždinec sir 150 g Vindija (130191),hard cheese
937,Provolone Valpadana DOP dolce 250 g Ambrosi (130269),hard cheese
